Iteration;NPV;Launched;ExecutionPath
305;-24,23332915;0;7
306;523,0642195;1;4
307;-2,964972824;0;2
308;-2,865767697;0;2
309;296,5641985;1;0
310;277,5260471;1;0
311;-57,21723852;0;1
312;407,1587812;1;0
313;-20,62829509;0;5
314;177,5530642;1;0
315;119,3006879;1;0
316;471,2664473;1;4
317;142,0159635;1;0
318;-2,871918446;0;2
319;465,1995233;1;4
320;341,3299559;1;4
321;-62,09544298;0;1
322;-57,90806203;0;1
323;-60,96920207;0;1
324;-2,799088252;0;2
325;-65,87781039;0;1
326;-64,37814892;0;3
327;-59,50663236;0;1
328;-21,20556584;0;5
329;-2,898197059;0;2
330;-2,868922669;0;2
331;358,2024812;1;0
332;558,0178012;1;0
333;-55,79920358;0;1
334;128,9217135;1;0
335;328,4923604;1;0
336;-64,59444516;0;3
337;75,57740753;1;0
338;408,6037267;1;4
339;-23,53665671;0;5
340;262,5677559;1;0
341;-2,876522461;0;2
342;-58,91356985;0;1
343;127,9450672;1;0
344;366,1407645;1;0
345;113,4407668;1;0
346;-59,1341803;0;1
347;-22,44564827;0;5
348;625,6790745;1;4
349;-56,30753249;0;1
350;-60,5028088;0;1
351;-23,55111164;0;5
352;-64,11284103;0;1
353;337,9814663;1;4
354;42,03315864;1;0
355;-22,13843978;0;5
356;-21,65188912;0;5
357;-64,33541657;0;1
358;-21,10129304;0;5
359;-23,10599695;0;5
360;-22,96672967;0;5
361;-21,49745941;0;5
362;316,4154415;1;0
363;-60,30761369;0;1
364;-64,06288805;0;3
365;-60,56242743;0;1
366;-55,00593967;0;1
367;338,1344539;1;0
368;-61,01617525;0;1
369;-2,963122834;0;2
370;165,4975891;1;0
371;20,99052062;1;0
372;-20,79238136;0;5
373;-21,48881478;0;5
374;-53,74309549;0;1
375;-60,90930951;0;1
376;-58,29704618;0;1
377;89,44942119;1;0
378;-61,32335706;0;1
379;291,5994836;1;4
380;-57,59409913;0;1
381;-66,18971609;0;1
382;-62,22641482;0;1
383;-2,79471727;0;2
384;-60,61265019;0;1
385;-64,57565943;0;1
386;-58,43021171;0;1
387;-64,01558821;0;1
388;-60,76583301;0;3
389;-59,65548663;0;1
390;85,39130541;1;0
391;-55,91061841;0;1
392;306,7747985;1;4
393;567,4016195;1;0
394;17,85035302;1;0
395;275,2545023;1;0
396;-59,79121123;0;1
397;-59,10792278;0;1
398;433,1424332;1;0
399;399,0016783;1;4
400;145,1021525;1;0
401;328,5314367;1;8
402;-2,888218372;0;2
403;617,7785649;1;0
404;200,4406551;1;0
405;-23,17766268;0;5
406;-60,68181134;0;1
407;-59,50981714;0;1
408;-27,22246542;0;9
409;-57,7620786;0;1
410;149,2478828;1;0
411;-2,945578483;0;2
412;-18,94503595;0;5
413;232,744476;1;0
414;334,4197685;1;0
415;-61,24936855;0;1
416;-61,8893454;0;1
417;-56,7666003;0;1
418;127,3200185;1;0
419;-56,49183835;0;1
420;-59,96497522;0;1
421;-19,52351006;0;5
422;341,9876514;1;4
423;-2,99439207;0;2
424;-55,98303452;0;1
425;-20,70319583;0;5
426;-61,93482907;0;1
427;-62,82057734;0;3
428;-3,041251988;0;2
429;524,8887352;1;0
430;-60,17822996;0;1
431;-58,43102062;0;1
432;363,3843135;1;4
433;-24,98526569;0;7
434;-2,823224999;0;2
435;230,8953633;1;0
436;-2,820151581;0;2
437;-60,35603318;0;1
438;-55,02012131;0;1
439;-63,74848255;0;1
440;-3,038183987;0;2
441;-22,4145795;0;6
442;-2,901539742;0;2
443;150,679164;1;0
444;-63,80990899;0;1
445;157,9512851;1;0
446;-21,44832662;0;5
447;-58,89910827;0;1
448;-59,15272737;0;1
449;-2,86089294;0;2
450;-2,974255586;0;2
451;-26,45450527;0;5
452;340,9292027;1;4
453;-62,65761783;0;1
454;45,70666909;1;0
455;-62,46271496;0;1
456;-25,26651329;0;6
457;202,4428192;1;0
458;403,2567947;1;0
459;-62,83369454;0;1
460;-62,9512731;0;1
461;-19,41074744;0;5
462;-62,2961202;0;1
463;289,6944993;1;0
464;-55,66023537;0;1
465;-56,52184399;0;1
466;-20,89934614;0;5
467;-2,809549345;0;2
468;-3,028144327;0;2
469;-2,656212525;0;2
470;-61,68404115;0;1
471;-56,97333884;0;1
472;-59,23228102;0;1
473;-22,1292258;0;7
474;-22,63678028;0;5
475;-62,7349287;0;1
476;-61,08623741;0;1
477;-25,0876277;0;5
478;-57,70976904;0;1
479;63,83876048;1;0
480;311,5902671;1;8
481;-18,63058558;0;5
482;667,2099216;1;4
483;-2,81969826;0;2
484;-57,91026196;0;1
485;-22,52058845;0;5
486;-56,73893681;0;1
487;205,0442516;1;0
488;-61,61005051;0;3
489;-3,107729493;0;2
490;-2,889596327;0;2
491;-57,35299439;0;1
492;-64,38830068;0;1
493;257,0028953;1;0
494;828,6405415;1;0
495;-20,42115278;0;5
496;-64,58910497;0;1
497;414,7839642;1;0
498;235,4603006;1;0
499;-61,21858953;0;1
500;-56,69208661;0;1
501;-20,33598924;0;5
502;-55,95558506;0;1
503;-56,94813329;0;1
504;-2,925064643;0;2
505;-57,66054668;0;1
506;240,1199945;1;0
507;298,4858581;1;8
508;208,971549;1;0
509;154,137051;1;0
510;-65,52235762;0;1
511;-58,01987167;0;1
512;-23,21120617;0;5
513;-3,118356805;0;2
514;-62,42099403;0;1
515;-22,94998633;0;7
516;-2,834971739;0;2
517;-24,34244989;0;6
518;-61,10544301;0;1
519;136,5694288;1;0
520;-2,850865317;0;2
521;-2,965292319;0;2
522;-60,49143835;0;1
523;-3,029100426;0;2
524;-19,98689011;0;6
525;-22,30087061;0;5
526;-21,40638383;0;5
527;303,1609394;1;4
528;338,2296509;1;8
529;362,7484805;1;4
530;-59,09747288;0;1
531;-23,201447;0;5
532;-2,696760062;0;2
533;512,2642941;1;0
534;33,35805781;1;0
535;-17,97238406;0;5
536;-67,29443378;0;1
537;-2,964328952;0;2
538;280,3765503;1;4
539;289,7950044;1;0
540;-2,83168343;0;2
541;563,4489881;1;4
542;-59,16515357;0;3
543;103,8847625;1;0
544;-2,806588605;0;2
545;-64,00414593;0;1
546;-60,93155951;0;1
547;435,8916954;1;0
548;-65,69965561;0;1
549;-23,57440311;0;7
550;-3,031706882;0;2
551;-20,87116896;0;5
552;-63,96292348;0;1
553;-21,56668669;0;5
554;-58,25788843;0;1
555;-2,863930508;0;2
556;-61,29635275;0;1
557;394,1361431;1;0
558;-55,72141293;0;1
559;-21,40609668;0;7
560;196,6093202;1;4
561;397,5023996;1;0
562;-64,38507214;0;1
563;-3,001024732;0;2
564;-2,922345139;0;2
565;-66,52760722;0;1
566;93,58843703;1;0
567;-3,088510068;0;2
568;117,735506;1;0
569;-24,21824169;0;5
570;-61,19141938;0;1
571;-62,65472303;0;1
572;-59,0352552;0;1
573;430,0759245;1;4
574;386,9633309;1;4
575;426,0510368;1;4
576;275,8916454;1;0
577;303,5414259;1;4
578;-3,112298093;0;2
579;-62,79375931;0;1
580;-58,65242141;0;1
581;-59,16305996;0;1
582;-57,86739262;0;1
583;205,1579394;1;0
584;475,84669;1;4
585;258,5800802;1;0
586;309,6521489;1;4
587;-63,826769;0;1
588;-62,71457977;0;1
589;281,6363369;1;8
590;-63,29708882;0;1
591;-64,88877115;0;1
592;-57,09111313;0;1
593;-54,9329877;0;1
594;141,0310994;1;0
595;-67,39376187;0;1
596;-55,65672634;0;1
597;-60,75906714;0;1
598;286,7657435;1;4
599;-59,22940293;0;1
600;442,5375627;1;0
601;-58,62078044;0;1
602;-63,82432724;0;1
603;-58,13629622;0;1
604;-63,30107498;0;1
605;-2,948576905;0;2
606;476,9713295;1;4
607;-60,53235751;0;1
608;234,9036772;1;0
609;-59,76049252;0;1
610;86,25320012;1;0
611;-58,78677388;0;1
612;-61,7936545;0;3
613;-53,65006377;0;1
614;-3,018224571;0;2
615;164,7829506;1;0
616;-3,039575021;0;2
617;517,4420891;1;0
618;-64,62213581;0;1
619;-2,906848608;0;2
620;-59,51752436;0;1
621;-57,24338044;0;3
622;-2,646923025;0;2
623;-3,04902085;0;2
624;-2,959985293;0;2
625;-2,863849941;0;2
626;504,77876;1;4
627;-62,66154564;0;1
628;-61,78813668;0;3
629;-60,52161811;0;1
630;-2,945290786;0;2
631;-62,67663003;0;3
632;297,1146555;1;4
633;-60,01489494;0;1
634;-60,67236154;0;1
635;310,6609896;1;4
636;-59,10442792;0;1
637;-19,26144723;0;7
638;247,02873;1;0
639;-18,51070303;0;5
640;735,8911116;1;0
641;-59,75952848;0;1
642;-2,863416861;0;2
643;-22,51936746;0;5
644;255,71515;1;0
645;-57,37023509;0;1
646;-19,7392249;0;7
647;413,9432364;1;4
648;-63,95357494;0;1
649;-58,92692923;0;1
650;425,9267755;1;0
651;87,94627102;1;0
652;-20,7477523;0;5
653;-58,63568855;0;1
654;-56,53993732;0;1
655;105,4167655;1;0
656;267,4865991;1;4
657;163,2949045;1;0
658;-57,87693918;0;1
659;340,5219911;1;4
660;162,5061628;1;0
661;-59,90760324;0;3
662;-57,67223774;0;1
663;349,989372;1;4
664;409,318094;1;4
665;-2,987489922;0;2
666;-57,01179053;0;1
667;-58,17397803;0;1
668;-57,37695404;0;1
669;-56,33760622;0;1
670;-54,62978146;0;1
671;-19,92587241;0;5
672;-57,74445629;0;1
673;-26,39986734;0;5
674;273,7967625;1;8
675;-24,27992159;0;6
676;157,0733433;1;0
677;-2,997547382;0;2
678;-60,62252826;0;1
679;-52,26177729;0;1
680;-21,65808675;0;5
681;-26,53591308;0;6
682;-2,866127338;0;2
683;116,4893098;1;0
684;-57,44277737;0;1
685;-55,4592705;0;1
686;-59,15571263;0;1
687;-25,63820476;0;5
688;-57,30913391;0;1
689;319,4612813;1;8
690;-55,0676115;0;1
691;-59,20407026;0;1
692;-64,11544385;0;1
693;-2,742357324;0;2
694;480,4179447;1;0
695;-59,60821272;0;1
696;-18,71763609;0;5
697;414,2635498;1;4
698;422,485991;1;4
699;-2,93221219;0;2
700;-21,21553355;0;5
701;-2,923014588;0;2
702;152,9642232;1;0
703;-55,8491358;0;1
704;251,1122958;1;4
705;-65,11877611;0;1
706;-22,4413693;0;5
707;454,6532759;1;0
708;-63,95296714;0;1
709;-62,04547659;0;1
710;321,1271702;1;0
711;-21,66942565;0;5
712;-62,38609341;0;1
713;-20,33603252;0;5
714;-20,39155421;0;5
715;-54,81531365;0;1
716;-2,866728169;0;2
717;-65,17322863;0;1
718;-57,85938301;0;1
719;-57,78421062;0;3
720;-20,30871885;0;5
721;92,10452152;1;0
722;-57,14831065;0;1
723;-59,32378846;0;1
724;356,5216953;1;0
725;171,5215805;1;0
726;267,4595286;1;0
727;-54,02502239;0;1
728;104,854265;1;0
729;-19,48311252;0;5
730;-2,940959527;0;2
731;-2,815233761;0;2
732;294,702092;1;0
733;-61,54988833;0;1
734;-2,809214966;0;2
735;-61,89118347;0;3
736;468,4367456;1;4
737;44,12811646;1;0
738;-63,37982348;0;1
739;-57,20831969;0;1
740;-2,879749914;0;2
741;-19,22216718;0;5
742;-61,94635238;0;1
743;394,4583367;1;4
744;-62,63831859;0;3
745;-3,131043899;0;2
746;-57,6161947;0;1
747;-2,95126953;0;2
748;-2,806458783;0;2
749;-2,865647105;0;2
750;141,5719372;1;0
751;-58,60705152;0;1
752;-64,06555546;0;1
753;-54,26738459;0;1
754;222,5204887;1;0
755;-61,37464365;0;1
756;-59,40445779;0;1
757;-63,6699308;0;1
758;-2,87011061;0;2
759;213,7217601;1;0
760;-54,15006623;0;1
761;330,1114651;1;0
762;-59,79421523;0;1
763;223,4997205;1;0
764;-20,38686248;0;5
765;98,04693068;1;0
766;-2,941079987;0;2
767;-64,97781796;0;1
768;-60,26154637;0;1
769;-54,77380145;0;1
770;-3,047768037;0;2
771;-57,65701923;0;1
772;-23,22492951;0;5
773;679,7284856;1;4
774;-19,45040003;0;5
775;-61,39797957;0;1
776;-2,855354288;0;2
777;-65,40119168;0;3
778;-64,82291108;0;1
779;-57,69972723;0;1
780;-23,24259416;0;7
781;-55,64671861;0;1
782;-7,785953965;1;0
783;689,8691351;1;0
784;450,9721547;1;0
785;878,9821311;1;0
786;-21,51229701;0;5
787;77,44001202;1;0
788;186,6282245;1;0
789;-56,95154558;0;1
790;561,8210821;1;4
791;-2,910919051;0;2
792;-60,77449188;0;1
793;-62,60446381;0;3
794;499,9981782;1;4
795;-60,70074137;0;1
796;-67,16703003;0;1
797;262,5187776;1;0
798;-63,93150985;0;1
799;-57,90112842;0;1
800;63,35942593;1;0
801;219,9904811;1;0
802;52,00422701;1;0
803;-64,94133733;0;1
804;276,1426765;1;4
805;-67,93563804;0;1
806;373,5394419;1;4
807;236,2331658;1;0
808;344,010963;1;4
809;-3,035396786;0;2
810;-64,13708045;0;1
811;-61,08289006;0;1
812;-22,16189787;0;5
813;-2,926043333;0;2
814;-3,069487025;0;2
815;-60,24588154;0;1
816;-56,33978791;0;1
817;-64,86883054;0;1
818;-21,12415034;0;5
819;-57,67603022;0;1
820;-61,79736183;0;1
821;666,7350676;1;4
822;-61,95873134;0;1
823;356,4494423;1;4
824;-21,65315697;0;5
825;-60,19061438;0;1
826;-63,960691;0;1
827;-60,2372133;0;1
828;-60,1861372;0;3
829;35,85305164;1;0
830;-3,133782898;0;2
831;429,2835732;1;4
832;-56,58070073;0;1
833;-64,61410759;0;1
834;776,6830728;1;0
835;-65,1968416;0;3
836;-65,2843276;0;1
837;-56,18785012;0;1
838;-61,10755912;0;1
839;-60,78531703;0;1
840;-57,05330064;0;1
841;-23,39736055;0;7
842;-58,91327416;0;1
843;-61,37822322;0;1
844;-58,20669008;0;1
845;-20,45470248;0;5
846;260,6813104;1;0
847;-54,77103679;0;1
848;-2,889144374;0;2
849;-64,97756511;0;1
850;-22,81913782;0;6
851;329,3048096;1;4
852;-23,1308271;0;6
853;286,5753223;1;0
854;-24,03871303;0;5
855;-59,10449302;0;1
856;335,0392707;1;4
857;60,00184383;1;0
858;-57,80543829;0;1
859;-63,88360335;0;1
860;-2,790147477;0;2
861;-21,2816388;0;5
862;-60,62632481;0;1
863;-3,096635243;0;2
864;-60,07460475;0;1
865;-58,72430431;0;1
866;-62,24807486;0;1
867;-2,96885083;0;2
868;-2,871635609;0;2
869;-54,31849684;0;1
870;311,4713435;1;4
871;209,5382623;1;0
872;504,4699854;1;0
873;469,6055615;1;0
874;77,49851279;1;0
875;309,4107225;1;0
876;-60,82417868;0;1
877;592,2550212;1;4
878;412,5740931;1;4
879;227,5295117;1;0
880;-60,56635044;0;1
881;134,414674;1;0
882;-62,5022849;0;1
883;-61,37377328;0;1
884;-63,43821141;0;1
885;-3,110723058;0;2
886;-59,66609673;0;1
887;107,769599;1;0
888;672,5771327;1;0
889;-61,97966026;0;1
890;-56,79325053;0;1
891;-56,71427098;0;1
892;-21,07734151;0;5
893;301,5424987;1;0
894;-21,95626226;0;5
895;546,3740373;1;4
896;-19,9812122;0;5
897;-61,08314772;0;1
898;332,8244022;1;4
899;-22,08278612;0;5
900;-59,52599408;0;1
901;144,7933075;1;0
902;-54,64045181;0;1
903;-59,76759122;0;1
904;-20,13108668;0;5
905;-57,2145653;0;1
906;360,7442509;1;0
907;254,8468916;1;0
908;-61,15796345;0;1
909;-59,6167602;0;1
910;-64,21865859;0;1
911;231,2240928;1;4
912;-64,34850291;0;1
913;-67,95899036;0;1
914;-20,73843008;0;5
915;373,3950772;1;0
916;358,3281008;1;0
917;-61,03391201;0;1
918;71,71089171;1;0
919;-58,26576101;0;1
920;-20,49322261;0;5
921;128,561145;1;0
922;228,4071737;1;0
923;-2,882252242;0;2
924;-57,50675399;0;1
925;115,754285;1;0
926;-59,04025419;0;1
927;-3,031470723;0;2
928;416,1018658;1;0
929;-2,857032647;0;2
930;135,2823203;1;0
931;248,0327071;1;0
932;58,59858719;1;0
933;-55,86806623;0;1
934;-59,83014033;0;1
935;176,2855552;1;0
936;-52,96979458;0;1
937;-59,39883383;0;1
938;-62,32017884;0;1
939;144,1686615;1;0
940;-2,871724434;0;2
941;-63,68094265;0;1
942;-58,61495419;0;1
943;-22,36659271;0;5
944;-3,179363481;0;2
945;274,8955906;1;4
946;-22,21304031;0;5
947;142,9839461;1;0
948;-20,26884133;0;5
949;-63,93045196;0;1
950;-55,50338634;0;1
951;-59,75498561;0;1
952;468,7768216;1;4
953;396,9104898;1;0
954;-2,841242325;0;2
955;-63,18753665;0;1
956;274,2251048;1;0
957;-58,78929165;0;1
958;-19,48388285;0;5
959;-52,27464645;0;1
960;210,7815529;1;0
961;-60,37424933;0;1
962;-68,99797149;0;3
963;191,911778;1;0
964;136,6262469;1;0
965;-69,71247257;0;1
966;-58,49920902;0;1
967;-22,15153974;0;9
968;-56,43367519;0;1
969;-3,070967126;0;2
970;-63,69631682;0;1
971;-60,88303269;0;1
972;-57,73428033;0;1
973;-60,33837022;0;1
974;363,3034886;1;0
975;-2,91214012;0;2
976;-62,19025353;0;1
977;-63,71848991;0;1
978;-66,66278724;0;1
979;-62,39925061;0;3
980;86,01579368;1;0
981;196,6636253;1;0
982;-21,65655713;0;5
983;359,5808274;1;4
984;-62,04165977;0;3
985;-61,55723472;0;1
986;-2,875817063;0;2
987;-2,939308088;0;2
988;-23,4375954;0;5
989;-61,31446893;0;3
990;-58,83231146;0;1
991;-62,75405749;0;1
992;-62,83304543;0;1
993;-2,872612046;0;2
994;-2,888662285;0;2
995;362,7622842;1;0
996;-62,37957116;0;1
997;-60,98030386;0;1
998;241,7717234;1;0
999;-58,91421875;0;1
1000;-2,890651642;0;2
1001;481,2067318;1;4
1002;271,7243618;1;0
1003;-2,780788777;0;2
1004;-64,62018128;0;3
1005;-20,17052621;0;5
1006;-3,085225881;0;2
1007;187,6818071;1;0
1008;466,299062;1;4
1009;-3,003175112;0;2
1010;-21,86450872;0;5
1011;370,9766077;1;0
1012;-25,41211745;0;9
1013;179,4127983;1;0
1014;188,9268028;1;0
1015;335,392049;1;0
1016;274,5113911;1;0
1017;-57,95834008;0;1
1018;229,9812976;1;0
1019;376,4243284;1;4
1020;-62,21212536;0;1
1021;-64,09343673;0;1
1022;283,1237611;1;4
1023;139,3647252;1;0
1024;-22,14386058;0;5
1025;301,1835877;1;0
1026;-60,29526428;0;1
1027;-56,16884739;0;1
1028;253,4237304;1;0
1029;47,62749889;1;0
1030;140,7920255;1;0
1031;204,2613625;1;0
1032;-2,799508789;0;2
1033;-21,83967129;0;5
1034;-58,96991859;0;1
1035;47,97039206;1;0
1036;77,2929697;1;0
1037;247,4864576;1;0
1038;-2,62048542;0;2
1039;-20,38458552;0;5
1040;-20,33020225;0;5
1041;-60,279416;0;1
1042;-57,05465024;0;1
1043;-60,12678865;0;1
1044;370,9884044;1;0
1045;-3,009637798;0;2
1046;-2,866361837;0;2
1047;390,4106987;1;0
1048;-58,61101793;0;1
1049;-59,67131279;0;1
1050;-58,9511802;0;1
1051;428,2344776;1;0
1052;-64,3001771;0;1
1053;-23,17969813;0;5
1054;-58,39497229;0;1
1055;-54,34813051;0;1
1056;-58,4536345;0;1
1057;-64,69590518;0;1
1058;-57,92801873;0;1
1059;-18,79908824;0;5
1060;-64,29898504;0;1
1061;365,1772297;1;4
1062;113,1744769;1;0
1063;-2,971870047;0;2
1064;396,6870091;1;0
1065;-57,09997742;0;1
1066;605,0696045;1;4
1067;137,734109;1;0
1068;164,4812174;1;0
1069;-3,068901641;0;2
1070;383,3305878;1;0
1071;206,2959909;1;0
1072;434,7050716;1;4
1073;-54,35996759;0;1
1074;-64,66023463;0;1
1075;174,5268947;1;0
1076;-20,26850938;0;5
1077;235,0774375;1;0
1078;-20,39344719;0;5
1079;-61,0934038;0;1
1080;-60,1568547;0;1
1081;-66,45706007;0;1
1082;-20,61787626;0;5
1083;-61,87800926;0;1
1084;459,7649789;1;0
1085;-62,33408487;0;1
1086;194,5512452;1;0
1087;393,9388767;1;4
1088;-2,886875309;0;2
1089;-60,37868387;0;1
1090;509,1927072;1;0
1091;-23,01050986;0;7
1092;-66,91908697;0;1
1093;-56,57958939;0;1
1094;-25,77544378;0;7
1095;-2,936736994;0;2
1096;-57,89511341;0;1
