Iteration;NPV;Launched;ExecutionPath
2329;-63,20132154;0;1
2330;-65,96773449;0;1
2331;-2,860655366;0;2
2332;313,3807986;1;4
2333;155,6881069;1;0
2334;-64,23369838;0;1
2335;-59,28080807;0;1
2336;-63,16225444;0;1
2337;-2,844051668;0;2
2338;-61,27588479;0;1
2339;-3,083394101;0;2
2340;-62,99865884;0;1
2341;-2,932143831;0;2
2342;-58,59348433;0;1
2343;-2,848482213;0;2
2344;260,0361328;1;0
2345;-21,33050192;0;5
2346;-2,743446821;0;2
2347;389,4457133;1;4
2348;-2,851576653;0;2
2349;-61,4655906;0;1
2350;-2,913386094;0;2
2351;-60,89633214;0;1
2352;-52,85757067;0;1
2353;-22,72492814;0;7
2354;-61,28503673;0;1
2355;-64,65452592;0;3
2356;220,5053703;1;0
2357;-61,26078086;0;1
2358;98,1370807;1;0
2359;230,6573334;1;0
2360;-62,44459684;0;1
2361;-58,83950446;0;1
2362;-3,070384236;0;2
2363;-59,78330409;0;1
2364;340,1980072;1;4
2365;-60,97754462;0;1
2366;-22,19182684;0;5
2367;-64,40664333;0;1
2368;-3,15533237;0;2
2369;-60,98308024;0;1
2370;79,07461836;1;0
2371;119,7271961;1;0
2372;-61,00240968;0;1
2373;475,3631624;1;4
2374;-21,77607213;0;6
2375;396,455321;1;4
2376;396,3835378;1;4
2377;153,8018592;1;0
2378;-59,56771869;0;1
2379;459,9025863;1;0
2380;-60,03499785;0;1
2381;-55,01769705;0;1
2382;-63,47525242;0;1
2383;-59,83444698;0;1
2384;200,1563395;1;0
2385;-20,04813652;0;5
2386;-2,981606331;0;2
2387;-67,07197347;0;1
2388;441,2148579;1;0
2389;-59,60039547;0;1
2390;223,8762987;1;0
2391;-65,7447029;0;3
2392;448,7515901;1;4
2393;58,96389146;1;0
2394;-22,13747165;0;5
2395;-61,74481818;0;1
2396;254,5508789;1;0
2397;-24,46375608;0;5
2398;-57,78577639;0;1
2399;-2,787364185;0;2
2400;253,8273972;1;0
2401;53,39872078;1;0
2402;205,4723288;1;0
2403;-25,5001645;0;5
2404;-58,91637391;0;3
2405;415,2910343;1;4
2406;-2,779766586;0;2
2407;-55,21618938;0;1
2408;-2,868478953;0;2
2409;390,2854562;1;0
2410;-61,85858806;0;1
2411;-2,94136332;0;2
2412;319,905576;1;8
2413;-58,43906431;0;1
2414;-60,57722061;0;1
2415;-57,89138377;0;3
2416;-60,59147138;0;1
2417;-19,63989016;0;5
2418;-18,3841499;0;5
2419;765,4067101;1;4
2420;-57,61384464;0;1
2421;340,4749564;1;0
2422;-61,74729308;0;1
2423;-2,878954911;0;2
2424;-22,42936925;0;5
2425;176,8850176;1;0
2426;-53,06036832;0;1
2427;-59,41158199;0;1
2428;337,2465363;1;0
2429;148,2747617;1;0
2430;-55,47651972;0;1
2431;-67,34869457;0;1
2432;-2,831326077;0;2
2433;685,7505828;1;4
2434;-59,91129965;0;1
2435;-23,33077455;0;5
2436;-2,850860432;0;2
2437;-60,46823796;0;1
2438;-3,137607746;0;2
2439;-2,924119495;0;2
2440;59,73813345;1;0
2441;175,4866946;1;0
2442;102,1249922;1;0
2443;-2,95699856;0;2
2444;86,13250174;1;0
2445;-56,85320029;0;1
2446;345,789001;1;4
2447;-58,68761786;0;1
2448;-20,74473308;0;5
2449;-63,00543657;0;1
2450;-66,53323657;0;1
2451;-67,48851229;0;1
2452;340,4256477;1;0
2453;-3,173629511;0;2
2454;367,0138437;1;4
2455;242,1988955;1;0
2456;-20,06364586;0;5
2457;-58,97352287;0;1
2458;-2,809404666;0;2
2459;-57,5391962;0;1
2460;224,5199369;1;0
2461;-63,88769795;0;1
2462;-59,75244818;0;1
2463;-60,82262541;0;1
2464;-2,841163222;0;2
2465;-57,62583064;0;1
2466;201,9745941;1;0
2467;349,4508835;1;0
2468;-3,026668019;0;2
2469;-62,18118148;0;3
2470;-61,36708443;0;1
2471;-58,79571714;0;1
2472;-63,28977374;0;1
2473;-3,075676093;0;2
2474;-57,36031291;0;1
2475;-60,44189265;0;1
2476;444,888529;1;4
2477;-23,39610236;0;5
2478;312,5753914;1;0
2479;-58,31397753;0;1
2480;-56,75332982;0;1
2481;-61,18253264;0;1
2482;115,9811685;1;0
2483;-66,44698993;0;1
2484;-2,945079843;0;2
2485;-3,16821439;0;2
2486;228,7058053;1;0
2487;-62,79748634;0;1
2488;-62,60839795;0;3
2489;395,4949703;1;0
2490;-21,9662888;0;5
2491;-61,45983642;0;1
2492;269,5737601;1;0
2493;-61,33575136;0;1
2494;-2,99517367;0;2
2495;197,1557135;1;0
2496;-58,95598702;0;1
2497;-2,991912805;0;2
2498;301,6198834;1;0
2499;-60,6891005;0;1
2500;483,4420399;1;4
2501;-23,06737859;0;5
2502;-62,14804285;0;1
2503;-61,93614736;0;1
2504;-59,17592467;0;1
2505;487,0185066;1;4
2506;114,0173469;1;0
2507;-22,16923235;0;5
2508;352,0479414;1;0
2509;-61,92912044;0;1
2510;-3,095566902;0;2
2511;-53,2007734;0;1
2512;-22,68948421;0;5
2513;346,1520129;1;0
2514;312,4238804;1;4
2515;-61,08236318;0;1
2516;503,0077058;1;0
2517;-3,045499383;0;2
2518;199,8987436;1;0
2519;130,0188225;1;0
2520;-3,062202935;0;2
2521;217,4710827;1;0
2522;-58,03493063;0;1
2523;203,5073323;1;4
2524;-67,22223549;0;3
2525;-58,18310054;0;1
2526;-21,19844145;0;5
2527;339,2810876;1;4
2528;-63,76484415;0;1
2529;-22,06450721;0;5
2530;318,3927334;1;8
2531;217,1528073;1;4
2532;-21,06950073;0;6
2533;-2,697719548;0;2
2534;105,9327202;1;0
2535;327,4181701;1;4
2536;138,8739837;1;0
2537;-59,00328756;0;1
2538;-57,67520704;0;1
2539;247,4470914;1;0
2540;-53,08231067;0;1
2541;234,9821313;1;4
2542;-23,64315996;0;7
2543;-57,8687885;0;1
2544;-2,932913047;0;2
2545;120,4226415;1;0
2546;-55,37268491;0;1
2547;-53,27017127;0;1
2548;-20,20725843;0;5
2549;503,7694154;1;0
2550;324,5159504;1;4
2551;-57,52226266;0;1
2552;788,99553;1;4
2553;-57,49447643;0;1
2554;-62,24857711;0;1
2555;206,826761;1;0
2556;-20,67581611;0;5
2557;-23,2163621;0;6
2558;-58,05403735;0;1
2559;-56,96801691;0;1
2560;-61,68093662;0;1
2561;258,5587561;1;0
2562;-62,45920124;0;1
2563;-61,12883311;0;1
2564;-60,20914587;0;1
2565;-57,93293374;0;1
2566;135,7907718;1;0
2567;-65,20030766;0;1
2568;-2,97325308;0;2
2569;168,1240206;1;0
2570;383,0312689;1;4
2571;-58,49588737;0;1
2572;-61,17076249;0;1
2573;-19,95984119;0;5
2574;104,9868597;1;0
2575;-59,20479258;0;1
2576;-22,95007873;0;5
2577;294,9892615;1;4
2578;39,83204512;1;0
2579;-2,777330352;0;2
2580;-63,19854483;0;1
2581;-55,40414745;0;1
2582;-55,08898878;0;1
2583;-64,02679526;0;1
2584;-58,04047539;0;1
2585;-57,73986917;0;1
2586;-64,44714817;0;1
2587;-57,91614018;0;1
2588;416,8943135;1;0
2589;-60,33624052;0;1
2590;-58,37175783;0;1
2591;136,2941407;1;0
2592;-21,5233861;0;5
2593;230,5632222;1;0
2594;-22,9485459;0;5
2595;-62,03226178;0;1
2596;256,3562746;1;0
2597;416,8016101;1;0
2598;-2,862197212;0;2
2599;-3,018011768;0;2
2600;35,53927776;1;0
2601;-2,816139748;0;2
2602;-58,55257549;0;1
2603;-25,60414333;0;5
2604;-59,1254187;0;1
2605;-2,849538825;0;2
2606;-57,89154936;0;1
2607;-20,21511886;0;5
2608;-23,10790801;0;7
2609;296,1782461;1;0
2610;-63,32764441;0;1
2611;-58,45420572;0;1
2612;-61,85381542;0;1
2613;-55,39106402;0;1
2614;182,993297;1;0
2615;-58,18771942;0;1
2616;-55,58918288;0;1
2617;-3,045562035;0;2
2618;-2,925065417;0;2
2619;-3,441356028;0;2
2620;341,0629826;1;4
2621;-61,02253568;0;1
2622;-64,38542523;0;3
2623;-57,61710362;0;1
2624;252,4384162;1;0
2625;-59,12140197;0;1
2626;-61,68963273;0;1
2627;158,4111904;1;0
2628;-59,49461285;0;1
2629;-20,75170803;0;5
2630;-62,8477074;0;1
2631;-2,895091062;0;2
2632;-3,181280543;0;2
2633;-60,38620135;0;1
2634;-61,13311957;0;1
2635;-58,17119513;0;1
2636;444,1046776;1;0
2637;148,5266786;1;0
2638;175,9283231;1;0
2639;-2,710283863;0;2
2640;334,0778832;1;4
2641;-58,20635794;0;1
2642;435,4556866;1;0
2643;-22,00649548;0;5
2644;-59,61529625;0;1
2645;384,0730426;1;4
2646;-20,1346437;0;5
2647;-23,29661312;0;5
2648;-61,74860942;0;3
2649;-56,96437473;0;1
2650;-20,20683059;0;5
2651;212,9254873;1;0
2652;-25,3891337;0;5
2653;-60,33398373;0;1
2654;-3,096355897;0;2
2655;87,33968014;1;0
2656;-20,24552716;0;5
2657;-64,18738893;0;1
2658;-64,24718669;0;1
2659;-2,926720312;0;2
2660;5,986979794;1;0
2661;-52,79351233;0;1
2662;-58,80887817;0;1
2663;-57,44555067;0;1
2664;-21,25670291;0;5
2665;253,6170138;1;4
2666;-21,86554239;0;5
2667;-61,23220864;0;1
2668;128,9202079;1;0
2669;-2,883143456;0;2
2670;-23,37451215;0;5
2671;-62,00934799;0;3
2672;-56,66309529;0;1
2673;-56,50398533;0;1
2674;-60,4409227;0;1
2675;-18,92895715;0;5
2676;149,5580157;1;0
2677;-63,67339508;0;1
2678;331,9673013;1;8
2679;90,46305903;1;0
2680;-61,73616447;0;1
2681;293,4082899;1;0
2682;-58,90234023;0;1
2683;-59,73067894;0;1
2684;-69,8362768;0;1
2685;-66,17335445;0;3
2686;-2,952181547;0;2
2687;175,8840963;1;0
2688;-54,84448181;0;1
2689;-61,8607264;0;1
2690;-58,44700893;0;1
2691;-20,02551258;0;5
2692;-23,0378026;0;5
2693;-59,66930776;0;1
2694;-2,755049532;0;2
2695;-61,15112867;0;1
2696;132,1345568;1;0
2697;-61,181341;0;1
2698;-59,88323564;0;1
2699;341,0440902;1;4
2700;-24,73513325;0;7
2701;-21,91745232;0;5
2702;-59,54401439;0;1
2703;190,7889204;1;0
2704;348,0179146;1;4
2705;-55,51781167;0;1
2706;-21,44532377;0;5
2707;-59,14661561;0;1
2708;73,23397125;1;0
2709;149,7082178;1;0
2710;-21,66746654;0;7
2711;-54,56875061;0;1
2712;-66,02706071;0;1
2713;-3,097888125;0;2
2714;-58,50185829;0;1
2715;-54,90351726;0;1
2716;-2,996502772;0;2
2717;-3,019811422;0;2
2718;-65,79686385;0;3
2719;-2,827636382;0;2
2720;355,0086452;1;4
2721;-54,03753217;0;1
2722;-62,52196461;0;1
2723;275,9063586;1;0
2724;-58,76702005;0;1
2725;-20,01507826;0;5
2726;121,8784189;1;0
2727;-18,17017147;0;5
2728;-57,31015967;0;1
2729;470,4837847;1;4
2730;-22,74636854;0;5
2731;-3,089130643;0;2
2732;-64,38067702;0;1
2733;-57,38847152;0;1
2734;-55,52071506;0;1
2735;-57,18233899;0;1
2736;-21,79549404;0;6
2737;-59,9444464;0;1
2738;-23,48625621;0;5
2739;-22,27530542;0;5
2740;433,8098156;1;4
2741;440,7375849;1;0
2742;-58,13532194;0;1
2743;-3,183789844;0;2
2744;-60,92453486;0;1
2745;-59,60049743;0;1
2746;77,37626124;1;0
2747;-60,58266413;0;1
2748;429,4360651;1;4
2749;-63,42223674;0;1
2750;-60,29113481;0;1
2751;-63,24839416;0;1
2752;-58,48213055;0;3
2753;778,537068;1;0
2754;-25,56582519;0;6
2755;-57,44892326;0;1
2756;53,7674748;1;0
2757;278,9935587;1;8
2758;-20,56032232;0;5
2759;-2,935871819;0;2
2760;158,2142501;1;0
2761;-20,9204578;0;5
2762;-19,50775536;0;5
2763;-57,20929671;0;1
2764;737,3378868;1;4
2765;-57,4045692;0;1
2766;-55,54263048;0;1
2767;-59,40746216;0;1
2768;352,1602373;1;0
2769;-2,927003944;0;2
2770;244,8981686;1;0
2771;-24,6608769;0;6
2772;68,24858891;1;0
2773;-2,892052226;0;2
2774;286,4668552;1;4
2775;-58,10819966;0;1
2776;332,1580867;1;4
2777;154,128593;1;0
2778;-53,35466761;0;1
2779;-2,677256014;0;2
2780;-59,25482758;0;1
2781;-58,04480873;0;1
2782;32,67403787;1;0
2783;-3,139954759;0;2
2784;354,9416592;1;4
2785;-2,846078253;0;2
2786;-59,00804545;0;1
2787;-20,25192433;0;5
2788;-57,05809112;0;1
2789;-56,43676132;0;1
2790;-2,916848659;0;2
2791;-59,48564898;0;3
2792;-58,90433073;0;1
2793;110,4095073;1;0
2794;-57,4025442;0;1
2795;-2,850738702;0;2
2796;-22,17807892;0;5
2797;169,5080804;1;0
2798;-58,83302914;0;1
2799;572,3609293;1;0
2800;-59,29646736;0;1
2801;231,0337068;1;0
2802;161,5929131;1;0
2803;371,9450418;1;0
2804;-2,930194448;0;2
2805;-66,73712508;0;3
2806;-22,08182374;0;5
2807;49,35503544;1;0
2808;-57,7368646;0;1
2809;-2,822765892;0;2
2810;-23,27717423;0;5
2811;233,5508471;1;0
2812;165,2384235;1;0
2813;-60,39407983;0;1
2814;-59,22336787;0;1
2815;-55,81794129;0;1
2816;-52,02319484;0;1
2817;463,2457081;1;4
2818;-63,14075483;0;1
2819;-62,79884135;0;1
2820;-2,964390709;0;2
2821;-60,44463574;0;1
2822;-20,72706846;0;7
2823;181,9917556;1;0
2824;434,9378814;1;0
2825;278,8433162;1;4
2826;65,33332051;1;0
2827;-56,5467863;0;1
2828;851,9600454;1;0
2829;-60,67613138;0;1
2830;-2,932536122;0;2
2831;-62,295737;0;1
2832;-2,937924256;0;2
2833;230,4298645;1;0
2834;-65,47515573;0;1
2835;224,4969505;1;0
2836;41,7196587;1;0
2837;-59,02064161;0;1
2838;-61,23906421;0;1
2839;408,82576;1;4
2840;187,8563521;1;0
2841;168,3307495;1;0
2842;-61,87468225;0;3
2843;-2,865040393;0;2
2844;-63,1602509;0;1
2845;-55,49818315;0;1
2846;-63,84398973;0;1
2847;64,33789741;1;0
2848;313,7485475;1;0
2849;-56,95607767;0;1
2850;444,8566245;1;0
2851;-57,77707069;0;1
2852;306,6480608;1;4
2853;-61,9583058;0;1
2854;-63,22804228;0;3
2855;221,565361;1;0
2856;-17,19666784;0;5
2857;138,3152795;1;0
2858;-56,9203651;0;1
2859;-24,26322596;0;5
2860;-60,60218251;0;3
2861;-59,55183803;0;1
2862;-58,34272825;0;1
2863;243,3510294;1;0
2864;601,6165499;1;4
2865;-63,45288337;0;1
2866;-2,881809142;0;2
2867;-56,33019598;0;1
2868;292,8883424;1;4
2869;-21,54460987;0;5
2870;-23,63459538;0;5
2871;-58,80918795;0;1
2872;-58,33661593;0;1
2873;-64,03081826;0;1
2874;-63,77198153;0;1
2875;71,30229591;1;0
2876;155,0470287;1;0
2877;155,7073404;1;0
2878;-60,98736988;0;1
2879;-65,00009439;0;3
2880;-62,53051049;0;1
2881;-22,47185942;0;5
2882;495,1954219;1;0
2883;358,7512578;1;4
2884;-2,818945362;0;2
2885;-3,003489569;0;2
2886;-59,8501458;0;1
2887;-60,84921191;0;1
2888;549,8167687;1;4
2889;-65,17787281;0;1
2890;-64,48023715;0;1
2891;-62,11478144;0;1
2892;-55,30509152;0;1
2893;168,6715649;1;0
2894;-2,881654121;0;2
2895;-18,50064152;0;5
2896;-55,58919858;0;1
2897;-2,874905266;0;2
2898;91,97217784;1;0
2899;170,9189838;1;0
2900;-20,27890461;0;5
2901;-57,8422928;0;1
2902;347,2081555;1;4
2903;-2,667851292;0;2
2904;-3,040833688;0;2
2905;-61,079649;0;1
2906;-57,97822953;0;1
2907;485,6979628;1;0
2908;-65,14148281;0;1
2909;386,5867482;1;0
2910;-62,57393142;0;1
2911;-61,6121667;0;1
2912;-59,30492921;0;1
2913;496,2436095;1;4
2914;-21,58383897;0;5
2915;-20,45250263;0;5
2916;-2,834236063;0;2
2917;-20,44699409;0;5
2918;249,3386515;1;4
2919;352,8858723;1;4
2920;-60,26953755;0;1
2921;-64,40134866;0;1
2922;-56,44808021;0;1
2923;-2,772146513;0;2
2924;-55,05277467;0;1
2925;-3,017867075;0;2
2926;-21,46320552;0;5
2927;-22,55339412;0;5
2928;-3,266672606;0;2
2929;-19,85653741;0;5
2930;-57,38807098;0;1
2931;-60,71884237;0;1
2932;117,4889963;1;0
2933;-57,93699126;0;1
2934;488,30943;1;4
2935;-56,06784498;0;1
2936;-2,836368602;0;2
2937;570,391004;1;4
2938;432,9780654;1;4
2939;-58,80361831;0;1
2940;353,2127543;1;0
2941;215,3454477;1;0
2942;-65,05098809;0;1
2943;-64,13061817;0;1
2944;-57,04053423;0;1
2945;359,3871004;1;4
2946;-2,914902192;0;2
2947;-58,70852891;0;1
2948;503,6837996;1;0
2949;-56,16238321;0;1
2950;-58,4779298;0;1
2951;-64,79864922;0;1
2952;274,0216895;1;0
2953;335,0091542;1;0
2954;-3,065089843;0;2
2955;292,050745;1;0
2956;-62,07097624;0;1
2957;141,0494482;1;0
2958;-2,887911438;0;2
2959;-20,87145063;0;5
2960;508,9304425;1;4
2961;-61,600424;0;1
2962;-22,28786742;0;5
2963;-60,0860419;0;1
2964;-62,86474448;0;1
2965;-24,35229056;0;7
2966;-58,4657218;0;1
2967;-3,10987026;0;2
2968;-64,12373718;0;3
2969;-61,03353751;0;1
2970;-61,52225185;0;1
2971;505,5951393;1;0
2972;159,6874053;1;0
2973;540,6865712;1;0
2974;-21,42111482;0;5
2975;-61,25895566;0;1
2976;-58,5388048;0;1
2977;-61,6757068;0;1
2978;530,9146149;1;0
2979;-3,059292595;0;2
2980;-63,09819751;0;1
2981;-2,819733771;0;2
2982;-58,43840588;0;1
2983;-62,38909007;0;1
2984;330,4259822;1;0
2985;-22,04134445;0;5
2986;-60,61894678;0;1
2987;-3,072346723;0;2
2988;-3,062906046;0;2
2989;132,0428705;1;0
2990;-2,961323863;0;2
2991;112,5896741;1;0
2992;-63,02153002;0;3
2993;-22,08382016;0;5
2994;389,8933224;1;4
2995;-59,40304281;0;1
2996;-62,3529428;0;1
2997;-60,43303717;0;1
2998;113,2334034;1;0
2999;256,6485234;1;0
3000;84,16485844;1;0
3001;-62,22543044;0;1
3002;178,0998355;1;0
3003;248,8370557;1;0
3004;718,3063021;1;4
3005;146,6061856;1;0
3006;-67,64009623;0;1
3007;-3,078179688;0;2
3008;-55,98569759;0;3
3009;97,31743104;1;0
3010;-21,44586781;0;6
3011;-64,4831231;0;1
3012;-59,80928496;0;1
3013;-17,43849292;0;5
3014;-58,57769082;0;1
3015;123,0899203;1;0
3016;-63,0242679;0;3
3017;202,6425373;1;0
3018;-61,12037976;0;1
3019;-61,05086013;0;1
3020;-3,041140228;0;2
3021;-60,76178797;0;1
3022;-56,08542543;0;1
3023;-59,22811265;0;1
3024;-2,915913126;0;2
3025;-59,86429151;0;1
3026;-62,629922;0;1
3027;-55,95956251;0;1
3028;-60,43306119;0;1
3029;-60,97906778;0;1
3030;-61,33861272;0;1
3031;-56,45053655;0;1
3032;-22,89866449;0;5
3033;140,1992615;1;0
3034;-21,63852294;0;5
3035;246,4958927;1;0
3036;-58,28318442;0;1
3037;-56,28719355;0;1
3038;-54,32053343;0;1
3039;491,3978201;1;4
3040;449,5522361;1;0
3041;225,7759474;1;0
3042;-60,71881367;0;1
3043;-55,45971442;0;1
3044;402,6689396;1;0
3045;-60,80343326;0;1
3046;-54,70609809;0;1
3047;327,2907796;1;0
3048;177,7583866;1;0
3049;-2,900620363;0;2
3050;-56,67971811;0;1
3051;57,16454123;1;0
3052;-21,53995878;0;5
3053;168,8596784;1;0
3054;698,0078978;1;0
3055;-57,52668108;0;1
3056;688,4485083;1;0
3057;336,8168838;1;0
3058;214,6511594;1;0
3059;247,6439635;1;4
3060;-2,893371942;0;2
3061;-62,95870473;0;1
3062;382,2602265;1;0
3063;-60,14154378;0;1
3064;-21,14035758;0;5
3065;-19,6277841;0;5
3066;-57,66640975;0;1
3067;172,5915059;1;0
3068;-20,80159163;0;5
3069;-62,90326811;0;1
3070;-58,31171419;0;1
3071;-63,82000228;0;1
3072;-57,27651968;0;1
3073;-2,78814634;0;2
3074;70,70478835;1;0
3075;-2,877343259;0;2
3076;-65,39280042;0;1
3077;-63,7750852;0;1
3078;-2,818216708;0;2
3079;-23,51206791;0;5
3080;-58,63119576;0;1
3081;-59,27914028;0;1
3082;175,6417494;1;0
3083;-18,42083048;0;5
3084;-56,01692072;0;1
3085;-60,23692811;0;1
3086;600,2469248;1;4
3087;-59,68346699;0;1
3088;-58,49697112;0;1
3089;-60,97385145;0;3
3090;20,01871236;1;0
3091;-60,78843455;0;1
3092;-2,923899708;0;2
3093;120,4342912;1;0
3094;565,7048893;1;4
3095;-2,896101996;0;2
3096;-3,014038439;0;2
3097;346,0604084;1;4
3098;243,5168469;1;0
3099;311,2605392;1;4
3100;-21,01153907;0;5
3101;-55,02286095;0;1
3102;-59,22303667;0;1
3103;-2,781408638;0;2
3104;-2,901847237;0;2
3105;-63,85326033;0;1
3106;-2,99439709;0;2
3107;-61,40424107;0;1
3108;-60,47125805;0;1
3109;-2,820895265;0;2
3110;265,7270361;1;0
3111;-58,13657655;0;1
3112;-61,42578686;0;1
3113;-60,64608496;0;1
3114;294,7384163;1;4
3115;-62,8297407;0;1
3116;-2,836497629;0;2
3117;-60,31169843;0;1
3118;-60,55926028;0;1
3119;428,9358388;1;0
3120;-62,38772567;0;1
3121;-62,86450088;0;3
3122;-56,8884394;0;3
3123;-64,88495654;0;1
3124;-20,30102422;0;5
3125;-3,051326821;0;2
3126;244,8317195;1;0
3127;165,1889801;1;0
3128;665,8739681;1;0
3129;-61,88651231;0;1
3130;110,912479;1;0
3131;-64,47594522;0;1
3132;317,370039;1;4
3133;-19,01795558;0;5
3134;-22,38001047;0;7
3135;-3,01888379;0;2
3136;-2,904511058;0;2
3137;-23,83170554;0;5
3138;-55,27597168;0;1
3139;-61,74533445;0;1
3140;-21,02263109;0;5
3141;130,4557008;1;0
3142;301,3593328;1;4
3143;-60,73239221;0;3
3144;-62,71234739;0;1
3145;-62,76584405;0;1
3146;250,9203312;1;0
3147;-3,112023837;0;2
3148;508,3673836;1;4
3149;319,9790682;1;0
3150;-59,47358006;0;1
3151;-23,84258636;0;5
3152;-2,671332671;0;2
3153;-58,20371514;0;1
3154;-24,07407326;0;5
3155;210,2773406;1;0
3156;-60,13426919;0;1
3157;556,130743;1;4
3158;-60,01829988;0;1
3159;-21,4204729;0;5
3160;-64,5801498;0;1
3161;-60,22132826;0;1
3162;-62,19063428;0;1
3163;-55,7905403;0;1
3164;-57,13767252;0;1
3165;-56,06898793;0;1
3166;549,5335197;1;0
3167;-57,34931002;0;1
3168;-60,86166274;0;1
3169;322,2655797;1;4
3170;307,0479622;1;4
3171;-2,798513588;0;2
3172;-2,890653701;0;2
3173;219,62195;1;0
3174;-2,939272531;0;2
3175;142,7171243;1;0
3176;-55,16948427;0;1
3177;-64,67395933;0;1
3178;-58,41710923;0;1
3179;144,5468196;1;0
3180;-62,73456911;0;1
3181;-60,43109938;0;3
3182;-2,750665576;0;2
3183;-22,10172535;0;5
3184;-58,37807244;0;1
3185;603,4489827;1;4
3186;-20,57915369;0;7
3187;-60,61536864;0;1
3188;239,2198093;1;0
3189;-23,09411304;0;5
3190;-2,818272445;0;2
3191;82,1086329;1;0
3192;-20,54181242;0;5
3193;-60,23354828;0;1
3194;-58,30141672;0;1
3195;290,9044749;1;8
3196;292,5248507;1;0
3197;-61,6191641;0;1
3198;-63,5115316;0;1
3199;-66,12513323;0;1
3200;-2,627159826;0;2
3201;-62,41588202;0;1
3202;-55,80639599;0;1
3203;-22,20996354;0;5
3204;-58,27100635;0;1
3205;-55,64548588;0;1
3206;347,8819353;1;8
3207;-64,07113529;0;3
3208;73,78269304;1;0
3209;323,1088969;1;4
3210;-3,08078713;0;2
3211;356,750765;1;0
3212;210,6391943;1;0
3213;162,2398111;1;0
3214;-57,00347301;0;1
3215;-58,86504333;0;1
3216;-56,25304985;0;1
3217;-64,15734904;0;1
3218;-60,67405676;0;1
3219;-61,49671884;0;1
3220;369,6375241;1;4
3221;-3,028861413;0;2
3222;-20,16712586;0;7
3223;393,5901566;1;0
3224;-58,00968355;0;1
3225;-58,20735148;0;1
3226;210,6994652;1;0
3227;-66,30539923;0;3
3228;-3,088326215;0;2
3229;-60,55062935;0;1
3230;-19,15190604;0;5
3231;-55,74519597;0;3
3232;-62,92719416;0;1
3233;-2,843174588;0;2
3234;-56,13686476;0;1
3235;-22,43670994;0;5
3236;-61,2622978;0;3
3237;-64,28988052;0;1
3238;-60,37963035;0;1
3239;-60,5959037;0;3
3240;-57,36660464;0;1
3241;-62,77464907;0;1
3242;-2,848204916;0;2
3243;-57,37678344;0;1
3244;396,8704476;1;4
3245;-53,65809705;0;1
3246;-23,65784569;0;5
3247;-23,19083542;0;5
3248;298,2643961;1;8
3249;-59,55831291;0;1
3250;-56,61592871;0;1
3251;-56,24937564;0;1
3252;107,5657024;1;0
3253;410,4557894;1;4
3254;-56,8737152;0;1
3255;344,9988998;1;4
3256;-58,95613232;0;1
3257;-2,971380314;0;2
3258;-2,991282518;0;2
3259;438,4164446;1;0
3260;-56,36405235;0;1
3261;-22,39936932;0;6
3262;242,8458413;1;0
3263;-2,693450989;0;2
3264;503,6684734;1;4
3265;-66,30116767;0;1
3266;-2,946822173;0;2
3267;-60,24321129;0;1
3268;151,7269324;1;0
3269;-60,16784924;0;1
3270;131,7651038;1;0
3271;164,3088259;1;0
3272;-59,0493756;0;1
3273;-2,84007665;0;2
3274;-57,59385946;0;1
3275;-58,57637705;0;1
3276;-60,08774851;0;1
3277;442,4811483;1;0
3278;-57,65811733;0;1
3279;-60,69997387;0;1
3280;255,7793274;1;0
3281;2008,671488;1;0
3282;-59,82800193;0;1
3283;-55,17084846;0;1
3284;-67,5114741;0;1
3285;235,2262837;1;0
3286;418,3840727;1;4
3287;-59,78337908;0;1
3288;525,4698886;1;0
3289;-20,29690652;0;5
3290;-2,829879713;0;2
3291;-3,03499853;0;2
3292;-61,47374089;0;1
3293;-53,55390086;0;1
3294;289,4882558;1;0
3295;413,1680575;1;0
3296;97,26215435;1;0
3297;-59,50152313;0;1
3298;-58,20448089;0;1
3299;241,431652;1;4
3300;-19,20891589;0;5
3301;-3,050734965;0;2
3302;191,6881724;1;0
3303;368,5689696;1;0
3304;-21,79432048;0;7
3305;-56,46931595;0;1
3306;-62,21861822;0;1
3307;286,9206903;1;0
3308;447,7773674;1;0
3309;-54,53367908;0;1
3310;-3,076538173;0;2
3311;-21,00997572;0;5
3312;-58,32894978;0;1
3313;-59,62401379;0;1
3314;281,5562401;1;4
3315;-54,75055077;0;1
3316;-58,01368331;0;1
3317;-3,010416352;0;2
3318;-3,016997448;0;2
3319;-63,37682252;0;3
3320;-59,47250035;0;1
3321;355,5288639;1;4
3322;-65,32161298;0;1
3323;-60,68737264;0;1
3324;-2,89723845;0;2
3325;298,55887;1;0
3326;-65,53156889;0;1
3327;-21,71633178;0;5
3328;52,68688093;1;0
3329;-59,24017523;0;1
3330;-68,27677557;0;1
3331;148,3451137;1;0
3332;-20,81568486;0;5
3333;-24,86285121;0;6
3334;-22,10386465;0;5
3335;437,2386837;1;0
3336;-61,51737678;0;1
3337;428,546756;1;4
3338;-59,02031236;0;1
3339;-62,46269986;0;1
3340;-3,052267959;0;2
3341;328,206634;1;4
3342;-57,22516646;0;1
3343;-58,51241621;0;1
3344;-2,87053782;0;2
3345;69,4332902;1;0
3346;130,6001158;1;0
3347;-58,51031038;0;1
3348;-53,92405528;0;1
3349;411,5595917;1;4
3350;172,0429398;1;0
